name,ingredients,diet,course,procedure,state,img_url,,,,,,
Tandoori Prawns,"Prawns, curd, lemon juice, ginger-garlic paste, red chili powder, turmeric powder, cumin powder, garam masala, coriander powder, salt, mustard oil, kasuri methi, chaat masala.",non vegetarian,snack,"Step 1:
Clean 500g prawns and marinate with 1 tbsp lemon juice, 1 tsp ginger-garlic paste, salt, and 1/2 tsp turmeric powder for 15 mins.

Step 2:
In another bowl, mix 1/2 cup curd, 1 tsp red chili powder, 1 tsp garam masala, 1 tsp cumin powder, 1 tsp coriander powder, 1/2 tsp kasuri methi, 1 tbsp mustard oil, and salt.

Step 3:
Add marinated prawns to the curd mixture and coat well. Rest for 30 mins.

Step 4:
Grill prawns in an oven at 200°C for 10-12 mins or shallow fry on a pan until cooked and golden.

Step 5:
Brush with butter and sprinkle with chaat masala.

Step 6:
Serve hot with mint chutney and lemon wedges.
",Punjab,https://mytastycurry.com/wp-content/uploads/2019/08/tandoori-Prawns1-1.jpg,,,,,,
Egg Bhurji,"Eggs, onion, tomato, green chili, ginger-garlic paste, turmeric powder, red chili powder, cumin powder, coriander powder, salt, oil, coriander leaves.",non vegetarian,snack,"Step 1:
Heat 2 tbsp oil or butter in a pan. Add 1 tsp cumin seeds and let them splutter.

Step 2:
Add 1 chopped onion, 1-2 chopped green chilies, and 1 tsp ginger-garlic paste. Sauté until onions turn golden.

Step 3:
Add 1 chopped tomato, 1/2 tsp turmeric powder, 1 tsp red chili powder, 1/2 tsp garam masala, and salt. Cook until tomatoes turn soft.

Step 4:
Break 3-4 eggs directly into the pan and scramble them. Stir continuously on medium flame.

Step 5:
Cook for 2-3 minutes until eggs are soft and fluffy.

Step 6:
Garnish with chopped coriander leaves and serve hot with roti, pav, or bread.",Gujrat,https://www.whiskaffair.com/wp-content/uploads/2020/07/Egg-Bhurji-2-3.jpg,,,,,,
Fried Chicken,"Chicken, lemon juice, ginger-garlic paste, red chili powder, turmeric powder, black pepper powder, salt, cornflour, all-purpose flour, egg, breadcrumbs, oil.",non vegetarian,snack,"Step 1:
Marinate 500g chicken pieces with 2 tbsp lemon juice, 1 tbsp ginger-garlic paste, 1 tsp red chili powder, 1 tsp black pepper powder, 1/2 tsp turmeric powder, and salt. Rest for 1 hour.

Step 2:
In a bowl, mix 1 cup all-purpose flour, 1/2 cup cornflour, 1 tsp paprika, 1 tsp garlic powder, salt, and black pepper powder.

Step 3:
Dip marinated chicken in beaten egg, then coat with the flour mixture.

Step 4:
Heat oil in a pan and deep fry chicken on medium flame until golden and crispy.

Step 5:
Drain on tissue paper.

Step 6:
Serve hot with ketchup or mayonnaise.
",West Africa,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2023/2/23/FNK_Indian-Fried-Chicken_s4x3.jpg.rend.hgtvcom.1280.720.suffix/1677264108617.webp,,,,,,
Egg Cutlet,"Eggs, boiled potatoes, onion, green chili, ginger-garlic paste, red chili powder, turmeric powder, garam masala, salt, coriander leaves, breadcrumbs, egg (for coating), oil.",non vegetarian,snack,"Step 1:
Boil 4 eggs and 2 potatoes. Peel and mash the potatoes.

Step 2:
Chop 1 onion, 1 green chili, and coriander leaves.

Step 3:
Mix mashed potatoes with chopped onion, green chili, 1 tsp ginger-garlic paste, 1 tsp red chili powder, 1/2 tsp turmeric powder, 1/2 tsp garam masala, salt, and coriander leaves.

Step 4:
Slice boiled eggs into halves or quarters.

Step 5:
Take a portion of potato mixture, flatten it, place egg slice inside, and cover it completely into a cutlet shape.

Step 6:
Dip cutlets in beaten egg, coat with breadcrumbs, and shallow fry until golden and crispy.

Step 7:
Serve hot with ketchup or mint chutney.
",Kolkata,https://maldivescook.com/wp-content/uploads/egg-cutlets.jpeg,,,,,,
Garlic Prawns,"Prawns, garlic, butter, lemon juice, black pepper powder, red chili flakes, salt, parsley, oil.",non vegetarian,snack,"Step 1:
Clean 500g prawns and marinate with 1 tbsp lemon juice, salt, and black pepper powder for 15 mins.

Step 2:
Heat 2 tbsp butter and 1 tbsp oil in a pan. Add 6-7 finely chopped garlic cloves and sauté until golden.

Step 3:
Add 1 tsp red chili flakes and prawns. Cook for 3-4 mins until prawns turn pink.

Step 4:
Add 1 tbsp lemon juice, salt, and black pepper powder. Toss well.

Step 5:
Garnish with chopped parsley or coriander leaves.

Step 6:
Serve hot with garlic bread or as a starter.
",Southern Spain,https://www.sugarsaltmagic.com/wp-content/uploads/2023/08/Sizzling-Garlic-Prawns-6FEAT.jpg,,,,,,
Chicken Patties,"Chicken, boiled potatoes, onion, green chili, ginger-garlic paste, red chili powder, turmeric powder, garam masala, salt, coriander leaves, breadcrumbs, egg (for coating), oil.",non vegetarian,snack,"Step 1:
Boil 250g minced chicken with salt, ginger-garlic paste, and black pepper powder until cooked. Let it cool.

Step 2:
In a bowl, mix cooked chicken with 1 boiled mashed potato, 1 chopped onion, 1 chopped green chili, 1 tsp red chili powder, 1/2 tsp garam masala, salt, and chopped coriander leaves.

Step 3:
Shape the mixture into small round patties.

Step 4:
Dip each patty in beaten egg, then coat with breadcrumbs.

Step 5:
Shallow fry in oil until golden and crispy.

Step 6:
Serve hot with ketchup or green chutney.",British,https://www.indianhealthyrecipes.com/wp-content/uploads/2024/06/chicken-patties-recipe.jpg,,,,,,
Fish Cutlet,"Fish, boiled potatoes, onion, green chili, ginger-garlic paste, red chili powder, turmeric powder, garam masala, salt, coriander leaves, breadcrumbs, egg (for coating), oil.",non vegetarian,snack,"Step 1:
Boil 250g fish fillets with salt, turmeric powder, and ginger-garlic paste. Let it cool, then shred the fish.

Step 2:
In a bowl, mix shredded fish with 1 boiled mashed potato, 1 chopped onion, 1 chopped green chili, 1 tsp red chili powder, 1/2 tsp garam masala, salt, and chopped coriander leaves.

Step 3:
Shape into small cutlets or round patties.

Step 4:
Dip each cutlet in beaten egg, then coat with breadcrumbs.

Step 5:
Shallow fry in oil until golden and crispy.

Step 6:
Serve hot with green chutney or ketchup.
",Bengal,https://happietrio.com/wp-content/uploads/2016/08/FishCutlet11.jpg,,,,,,
Banno Kebab,"Chicken, curd, ginger-garlic paste, lemon juice, red chili powder, turmeric powder, garam masala, salt, cumin powder, coriander powder, egg, breadcrumbs, mustard oil, kasuri methi, chaat masala.",non vegetarian,snack,"Step 1:
Marinate 500g chicken boneless pieces with 1 tbsp lemon juice, 1 tsp ginger-garlic paste, salt, and 1/2 tsp turmeric powder for 30 mins.

Step 2:
In another bowl, mix 1/2 cup curd, 1 tsp red chili powder, 1 tsp garam masala, 1 tsp cumin powder, 1 tsp coriander powder, 1/2 tsp kasuri methi, 1 tbsp mustard oil, and salt. Add marinated chicken and coat well. Rest for 1 hour.

Step 3:
Coat marinated chicken in beaten egg and breadcrumbs.

Step 4:
Grill chicken in oven at 200°C for 15-20 mins or shallow fry until golden and cooked.

Step 5:
Brush with butter and sprinkle with chaat masala.

Step 6:
Serve hot with mint chutney and onion salad.",Pakistan,https://americanpistachios.in/sites/india/files/inline-images/Banno-Kabab.jpg,,,,,,
Chicken Manchurian,"Chicken, ginger-garlic paste, soy sauce, red chili sauce, green chili, onion, capsicum, vinegar, cornflour, all-purpose flour, black pepper powder, salt, spring onion, oil.",non vegetarian,snack,"Step 1:
In a bowl, marinate 300g boneless chicken pieces with 1 tbsp soy sauce, 1 tsp ginger-garlic paste, salt, and black pepper powder for 30 mins.

Step 2:
Coat chicken with 2 tbsp cornflour and 2 tbsp all-purpose flour. Deep fry until golden and crispy.

Step 3:
Heat 2 tbsp oil in a pan, sauté 1 chopped onion, 2-3 chopped garlic cloves, and 1 chopped green chili until golden.

Step 4:
Add 2 tbsp soy sauce, 1 tbsp red chili sauce, 1 tbsp tomato ketchup, 1 tsp vinegar, and salt. Cook for 2 mins.

Step 5:
Dissolve 1 tsp cornflour in 1/2 cup water and pour into the pan. Cook until sauce thickens.

Step 6:
Add fried chicken and toss well. Garnish with spring onions.

Step 7:
Serve hot with fried rice or noodles.
",Mumbai,https://sconceandscone.com/wp-content/uploads/2021/01/7a011517-735f-411f-963c-c42ba25c6c2a.jpeg,,,,,,
Crispy Fried Chicken,"Chicken, buttermilk, ginger-garlic paste, red chili powder, black pepper powder, salt, all-purpose flour, cornflour, paprika, garlic powder, egg, breadcrumbs, oil.",non vegetarian,snack,"Step 1:
Marinate 500g chicken pieces with 2 tbsp lemon juice, 1 tbsp ginger-garlic paste, 1 tsp red chili powder, 1/2 tsp turmeric powder, 1 tsp black pepper powder, and salt. Rest for 1 hour.

Step 2:
In a bowl, mix 1 cup all-purpose flour, 1/2 cup cornflour, 1 tsp paprika, 1 tsp garlic powder, 1/2 tsp black pepper powder, and salt.

Step 3:
Dip marinated chicken in beaten egg, then coat with the flour mixture. Repeat the process for extra crispiness.

Step 4:
Heat oil in a pan and deep fry chicken on medium flame until golden and crispy.

Step 5:
Drain excess oil on tissue paper.

Step 6:
Serve hot with ketchup, mayonnaise, or spicy dip.",West Africa,https://www.allrecipes.com/thmb/q-IfK20zxeyp1DgKWhrVp6CQ43w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-89268-triple-dipped-fried-chicken-beauty-4x3-3961ac838ddd41958e7cb9f49376cd68.jpg,,,,,,
Sambhar Chawal,"Toor dal, water, tamarind, mustard seeds, dried red chilies, curry leaves, asafoetida, turmeric powder, salt, oil, chopped vegetables (carrot, beans, brinjal, drumstick), sambhar powder, coriander leaves, cooked rice.",vegetarian,main course,"Step 1: Wash 1 cup toor dal and pressure cook with 3 cups water, 1/2 tsp turmeric powder, and salt for 3-4 whistles until soft. Mash the dal once cooked.

Step 2: Soak a small lemon-sized ball of tamarind in warm water for 10 minutes. Squeeze and extract the juice.

Step 3: In a pan, add 1/2 cup carrot, 1/2 cup beans, 1/2 cup brinjal, 2 pieces drumstick, tamarind water, salt, and turmeric powder. Cook until vegetables become soft.

Step 4: Add mashed dal to the vegetables. Add 2 tbsp sambhar powder and cook for 10-15 minutes on medium flame.

Step 5: Heat 2 tbsp oil in a small pan, add 1 tsp mustard seeds, 2 dried red chilies, 8-10 curry leaves, and 1/4 tsp asafoetida. Pour this tempering over the sambhar.

Step 6: Garnish with 2 tbsp chopped coriander leaves and serve hot with 2 cups cooked rice.",Tamil Nadu,https://parulkirecipes.com/wp-content/uploads/2016/07/sambhar-chawal.jpg,,,,,,
Fried Rice,"Cooked rice, oil, garlic, onion, carrot, capsicum, beans, green peas, soy sauce, vinegar, black pepper powder, salt, spring onions.",vegetarian,main course,"Step 1: Heat 2 tbsp oil in a pan, add 4 chopped garlic cloves and sauté for 30 seconds.

Step 2: Add 1 chopped onion and sauté until translucent.

Step 3: Add 1/2 cup carrot, 1/2 cup capsicum, 1/2 cup beans, and 1/4 cup green peas. Stir-fry on high flame for 3-4 minutes.

Step 4: Add 1 tbsp soy sauce, 1 tsp vinegar, 1 tsp black pepper powder, and salt as per taste. Mix well.

Step 5: Add 2 cups cooked rice and toss everything on high flame for 2-3 minutes.

Step 6: Garnish with 2 tbsp chopped spring onions and serve hot.




Step 1: Heat 2 tbsp oil in a pan, add 4 chopped garlic cloves and sauté for 30 seconds.
Step 2: Add 1 chopped onion and sauté until translucent.
Step 3: Add 1/2 cup carrot, 1/2 cup capsicum, 1/2 cup beans, and 1/4 cup green peas. Stir-fry on high flame for 3-4 minutes.
Step 4: Add 1 tbsp soy sauce, 1 tsp vinegar, 1 tsp black pepper powder, and salt as per taste. Mix well.
Step 5: Add 2 cups cooked rice and toss everything on high flame for 2-3 minutes.
Step 6: Garnish with 2 tbsp chopped spring onions and serve hot.



Step 1: Heat 2 tbsp oil in a pan, add 4 chopped garlic cloves and sauté for 30 seconds.

Step 2: Add 1 chopped onion and sauté until translucent.

Step 3: Add 1/2 cup carrot, 1/2 cup capsicum, 1/2 cup beans, and 1/4 cup green peas. Stir-fry on high flame for 3-4 minutes.

Step 4: Add 1 tbsp soy sauce, 1 tsp vinegar, 1 tsp black pepper powder, and salt as per taste. Mix well.

Step 5: Add 2 cups cooked rice and toss everything on high flame for 2-3 minutes.

Step 6: Garnish with 2 tbsp chopped spring onions and serve hot.




Step 1: Heat 2 tbsp oil in a pan, add 4 chopped garlic cloves and sauté for 30 seconds.

Step 2: Add 1 chopped onion and sauté until translucent.

Step 3: Add 1/2 cup carrot, 1/2 cup capsicum, 1/2 cup beans, and 1/4 cup green peas. Stir-fry on high flame for 3-4 minutes.

Step 4: Add 1 tbsp soy sauce, 1 tsp vinegar, 1 tsp black pepper powder, and salt as per taste. Mix well.

Step 5: Add 2 cups cooked rice and toss everything on high flame for 2-3 minutes.

Step 6: Garnish with 2 tbsp chopped spring onions and serve hot.








",China,https://gsacademy.org.ng/wp-content/uploads/2024/01/The-origin-of-fried-rice.png,,,,,,
Dahi Tadka,"Curd, oil, mustard seeds, cumin seeds, dried red chilies, garlic, green chilies, curry leaves, asafoetida, turmeric powder, salt, coriander leaves.",vegetarian,main course,"Step 1: Whisk 2 cups curd in a bowl until smooth and add salt as per taste.

Step 2: Heat 2 tbsp oil in a pan, add 1 tsp mustard seeds and 1 tsp cumin seeds. Let them splutter.

Step 3: Add 2 dried red chilies, 4 chopped garlic cloves, 1 chopped green chili, and 8-10 curry leaves. Sauté for a few seconds.

Step 4: Add 1/4 tsp asafoetida and 1/2 tsp turmeric powder. Mix well.

Step 5: Pour the hot tempering over the whisked curd and mix gently.

Step 6: Garnish with chopped coriander leaves and serve chilled with roti or rice.",Rajasthan,https://i0.wp.com/aartimadan.com/wp-content/uploads/2021/11/Dahi-Tadka.jpg?fit=800%2C449&ssl=1,,,,,,
Chicken Wings,"Chicken wings, salt, black pepper, garlic powder, onion powder, paprika, cayenne pepper, baking powder, olive oil, butter, hot sauce, honey, soy sauce, vinegar, brown sugar, cornstarch, sesame seeds, green onions.",non vegetarian,snack,"Step 1: Preheat the oven to 425°F (220°C) or set the air fryer to 375°F (190°C).

Step 2: Pat the chicken wings dry with paper towels to remove moisture.

Step 3: In a bowl, mix salt, black pepper, garlic powder, onion powder, paprika, cayenne pepper, and baking powder.

Step 4: Toss the wings in the seasoning mixture until evenly coated.

Step 5: Place the wings on a wire rack over a baking sheet (for oven) or in the air fryer basket.

Step 6:

Oven: Bake for 40-45 minutes, flipping halfway.
Air Fryer: Cook for 20-25 minutes, shaking the basket halfway.
Step 7: In a saucepan, melt butter and add hot sauce, honey, soy sauce, vinegar, brown sugar, and cornstarch. Simmer for 2-3 minutes until slightly thickened.

Step 8: Toss the crispy wings in the sauce until fully coated.

Step 9: Garnish with sesame seeds and chopped green onions if desired.

Step 10: Serve hot and enjoy!",New York,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcp9dRDp6ik5AYRFWPWhDC4b4GPKLAPsLxHA&s,,,,,,
Fish Fingers,"Fish fillets (cod, tilapia, or haddock), salt, black pepper, garlic powder, paprika, lemon juice, all-purpose flour, eggs, breadcrumbs (panko or regular), Parmesan cheese (optional), dried oregano, dried thyme, vegetable oil, tartar sauce.",non vegetarian,snack,"Step 1: Cut the fish fillets into thin strips, about 1-inch wide.

Step 2: Pat the fish dry with paper towels and season with salt, black pepper, garlic powder, paprika, and lemon juice. Let it rest for 10 minutes.

Step 3: Prepare three bowls:

Bowl 1: Add flour.
Bowl 2: Beat eggs.
Bowl 3: Mix breadcrumbs, Parmesan cheese, oregano, and thyme.
Step 4: Coat each fish strip by dipping it first in flour, then in egg, and finally in breadcrumb mixture, pressing gently so the coating sticks.

Step 5: Heat vegetable oil in a pan over medium heat.

Step 6: Fry the fish fingers in batches for 3-4 minutes per side until golden brown and crispy.

Step 7: Remove and place on a paper towel to drain excess oil.

Step 8: Serve hot with tartar sauce or your favorite dip. Enjoy! ",United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Fried_Fish_finger.jpg/220px-Fried_Fish_finger.jpg,,,,,,
Veggie Supreme Pizza,"All-purpose flour, warm water, yeast, sugar, salt, olive oil, tomatoes (pureed), garlic (minced), oregano, basil, chili flakes, black pepper, tomato ketchup (optional), mozzarella cheese, bell peppers, onions, black olives, sweet corn, mushrooms, jalapeños, cherry tomatoes, paneer or tofu (optional), oregano, chili flakes.",vegetarian,snack,"For the Dough
Step 1 Take 2 cups all-purpose flour, 1 teaspoon yeast, ½ cup warm water, 1 teaspoon sugar, ½ teaspoon salt, and 1 tablespoon olive oil

For the Toppings
Step 2 Take ½ cup pizza sauce, 1 cup shredded mozzarella cheese, ½ cup sliced bell peppers (red, yellow, green), ½ cup sliced onions, ½ cup sliced mushrooms, ¼ cup sliced black olives, ¼ cup sweet corn, ½ teaspoon oregano, ½ teaspoon chili flakes, and ½ teaspoon mixed Italian herbs

Instructions
Step 3 Mix warm water, sugar, and yeast in a bowl and let it sit for 5 to 10 minutes until foamy. Add flour, salt, and olive oil, then knead into a soft dough. Cover and let it rise for 1 hour

Step 4 Preheat the oven to 200°C or 400°F

Step 5 Roll out the dough into a round shape and place it on a pizza tray

Step 6 Spread pizza sauce evenly over the base. Sprinkle shredded mozzarella cheese. Add bell peppers, onions, mushrooms, black olives, and sweet corn. Sprinkle oregano, chili flakes, and Italian herbs

Step 7 Bake in the preheated oven for 12 to 15 minutes or until the cheese melts and turns golden

Step 8 Slice and serve hot





",America,https://suebeehomemaker.com/wp-content/uploads/2024/09/supreme-pizza-recipe-6.jpg,,,,,,
Chilli Paneer Pizza,"All-purpose flour, warm water, yeast, sugar, salt, olive oil, mozzarella cheese, paneer (cubed), capsicum, onion, garlic, green chilies, soy sauce, red chili sauce, tomato ketchup, vinegar, black pepper, salt, chili flakes, oregano, basil, sweet corn (optional), black olives (optional).",vegetarian,snack,"For the Dough
Step 1 Take 2 cups all-purpose flour, 1 teaspoon yeast, ½ cup warm water, 1 teaspoon sugar, ½ teaspoon salt, and 1 tablespoon olive oil

For the Chilli Paneer Topping
Step 2 Take 200 grams paneer (cubed), 1 tablespoon oil, 1 teaspoon ginger-garlic paste, ½ cup sliced onions, ½ cup sliced bell peppers (red, yellow, green), 2 tablespoons soy sauce, 1 tablespoon red chili sauce, 1 tablespoon tomato ketchup, ½ teaspoon vinegar, ½ teaspoon black pepper, and salt to taste

For the Pizza
Step 3 Take ½ cup pizza sauce, 1 cup shredded mozzarella cheese, ½ teaspoon oregano, ½ teaspoon chili flakes, and ½ teaspoon mixed Italian herbs

Instructions
Step 4 Mix warm water, sugar, and yeast in a bowl and let it sit for 5 to 10 minutes until foamy. Add flour, salt, and olive oil, then knead into a soft dough. Cover and let it rise for 1 hour

Step 5 Heat oil in a pan, add ginger-garlic paste, and sauté for a few seconds. Add onions and bell peppers, then sauté for 2 minutes. Add paneer, soy sauce, chili sauce, tomato ketchup, vinegar, black pepper, and salt. Cook for 2 to 3 minutes and set aside

Step 6 Preheat the oven to 200°C or 400°F

Step 7 Roll out the dough into a round shape and place it on a pizza tray

Step 8 Spread pizza sauce evenly over the base. Sprinkle shredded mozzarella cheese. Add the prepared chilli paneer mixture. Sprinkle oregano, chili flakes, and mixed Italian herbs

Step 9 Bake in the preheated oven for 12 to 15 minutes or until the cheese melts and turns golden

Step 10 Slice and serve hot",China,https://www.pipercooks.com/wp-content/uploads/2024/08/paneer-pizza-sq.jpg,,,,,,
Veggie Burger,"Burger buns, potatoes (boiled and mashed), bread crumbs, all-purpose flour, water, salt, black pepper, red chili powder, garam masala, cumin powder, garlic, ginger, green chilies (optional), onion, capsicum ,carrot, cabbage, sweet corn, mayonnaise, cheese slices, lettuce, ketchup, mustard sauce (optional), oil",vegetarian,snack,"For the Veggie Patty
Step 1 Take 2 boiled and mashed potatoes, ¼ cup boiled peas, ¼ cup grated carrots, ¼ cup finely chopped beans, ¼ cup boiled sweet corn, ½ teaspoon salt, ½ teaspoon black pepper, ½ teaspoon red chili powder, ½ teaspoon garam masala, ½ teaspoon cumin powder, 1 teaspoon ginger-garlic paste, 2 tablespoons breadcrumbs, 1 tablespoon cornflour, and oil for frying

For the Burger
Step 2 Take 2 burger buns, 2 cheese slices, 2 tablespoons mayonnaise, 2 tablespoons ketchup, 4 lettuce leaves, 4 tomato slices, 4 onion slices, and 4 cucumber slices

Instructions
Step 3 In a bowl, mix mashed potatoes, boiled peas, grated carrots, beans, corn, salt, black pepper, red chili powder, garam masala, cumin powder, ginger-garlic paste, breadcrumbs, and cornflour. Shape into round patties

Step 4 Heat oil in a pan and shallow-fry the patties until golden brown on both sides

Step 5 Slice the burger buns and toast them lightly on a pan with butter

Step 6 Spread mayonnaise and ketchup on the bun base, place a lettuce leaf, add a veggie patty, place a cheese slice, add tomato, onion, and cucumber slices, and cover with the top bun

Step 7 Serve hot with fries or a dip",United States,https://www.foodandwine.com/thmb/pwFie7NRkq4SXMDJU6QKnUKlaoI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Ultimate-Veggie-Burgers-FT-Recipe-0821-5d7532c53a924a7298d2175cf1d4219f.jpg,,,,,,
Double Cheese Burger,"Beef patties, salt, pepper, butter, cheddar cheese, burger bun, lettuce, tomato, pickles, onion, ketchup, mustard, mayonnaise.",vegetarian,snack,"For the Burger Patties
Step 1 Take 200 grams ground beef or plant-based patty mix, ½ teaspoon salt, ½ teaspoon black pepper, and 1 teaspoon butter or oil for cooking

For Assembling the Burger
Step 2 Take 1 burger bun, 2 cheese slices (cheddar or American), 2 tablespoons mayonnaise, 1 tablespoon ketchup, 1 teaspoon mustard (optional), 2 lettuce leaves, 2 tomato slices, 2 onion slices, and 2 pickle slices (optional)

Instructions
Step 3 In a bowl, mix ground beef or plant-based mix with salt and black pepper. Shape into two equal-sized patties

Step 4 Heat a pan, add butter or oil, and cook the patties for 3 to 4 minutes on each side until golden brown

Step 5 Place a cheese slice on each patty while still hot, allowing it to melt

Step 6 Toast the burger bun lightly on a pan with butter

Step 7 Spread mayonnaise, ketchup, and mustard on the bun base, place a lettuce leaf, add one cheese-covered patty, place another cheese-covered patty on top, then add tomato, onion, and pickle slices

Step 8 Cover with the top bun and serve hot with fries and a dip






",California,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSJk0XiyYFY6C9MfZrOR6VNhjgOtv4JyvatA&s,,,,,,
Plain Garlic Bread,"Bread, butter, garlic, salt, parsley (optional).",vegetarian,snack,"Step 1 Take 4 slices of bread or 1 baguette, 2 tablespoons butter (softened), 1 teaspoon minced garlic, ½ teaspoon salt, and 1 teaspoon chopped parsley (optional)

Instructions
Step 2 In a bowl, mix softened butter, minced garlic, salt, and parsley

Step 3 Spread the garlic butter mixture evenly on the bread slices

Step 4 Preheat a pan or oven to 180°C (350°F)

Step 5 Toast the bread on a pan until golden brown or bake in the oven for 8 to 10 minutes until crispy

Step 6 Serve hot






",United States,https://www.ambitiouskitchen.com/wp-content/uploads/2023/02/Garlic-Bread-4.jpg,,,,,,
Cheese Garlic Bread,"Bread, butter, garlic, cheese (mozzarella or cheddar), salt, parsley (optional).",vegetarian,snack,"Step 1: Preheat your oven to 375°F (190°C).

Step 2: In a bowl, mix 4 tbsp softened butter, 3-4 minced garlic cloves, 1 tbsp chopped fresh parsley (or 1 tsp dried parsley), and ½ tsp chili flakes (optional).

Step 3: Cut 1 loaf of French bread or baguette in half lengthwise or into slices, as preferred.

Step 4: Spread the prepared garlic butter mixture evenly over the cut bread.

Step 5: Sprinkle 1 cup shredded mozzarella cheese (and ¼ cup cheddar cheese, if using) evenly over the bread.

Step 6: Add ½ tsp oregano on top for extra flavor.

Step 7: Place the bread on a baking tray and bake for 10-12 minutes, until the cheese is melted and bubbly.

Step 8: For a crispier texture, broil for 2 minutes at high heat.

Step 9: Remove from the oven, slice, and serve hot with marinara sauce or enjoy as is!",United States,https://therecipecritic.com/wp-content/uploads/2020/02/cheesy_garlic_bread.jpg,,,,,,
Cheese Grilled Sandwich,"Bread, butter, cheese (cheddar, mozzarella, or American), salt (optional).",vegetarian,snack,"Step 1: Take 2 slices of bread and spread 1 tbsp butter on one side of each slice.

Step 2: Flip the slices over and spread 1 tbsp mayonnaise (optional) on the other side for extra crispiness.

Step 3: Sprinkle ½ cup shredded cheese evenly over one slice of bread.

Step 4: Add ½ tsp chili flakes and ½ tsp oregano (optional) for extra flavor.

Step 5: Place the second slice of bread on top, with the buttered side facing outward.

Step 6: Heat a pan or grill over medium heat.

Step 7: Place the sandwich on the pan and cook for 2-3 minutes, pressing gently with a spatula.

Step 8: Flip the sandwich and cook the other side for 2-3 minutes until golden brown and crispy.

Step 9: Remove from the pan, slice diagonally, and serve hot with ketchup or any dip of your choice!",United States,https://wiproappliances.com/cdn/shop/articles/Veg_grilled_cheese_sandwich.jpg?v=1714126819,,,,,,
Corn Sandwich,"Bread, butter, sweet corn, cheese, mayonnaise, black pepper, salt, chili flakes (optional).",vegetarian,snack,"Step 1: In a bowl, mix 1 cup boiled sweet corn, ½ cup grated cheese, 2 tbsp mayonnaise, 2 tbsp chopped capsicum, ½ tsp black pepper, ½ tsp chili flakes, ½ tsp oregano, and salt to taste.

Step 2: Take 2 slices of bread and spread 1 tbsp butter on one side of each slice.

Step 3: Spread the corn mixture evenly on the unbuttered side of one slice.

Step 4: Place the second slice of bread on top, with the buttered side facing outward.

Step 5: Heat a pan or grill over medium heat.

Step 6: Place the sandwich on the pan and cook for 2-3 minutes, pressing gently with a spatula.

Step 7: Flip the sandwich and cook for another 2-3 minutes until golden brown and crispy.

Step 8: Remove from the pan, slice diagonally, and serve hot with ketchup or a dip of your choice!",England,https://www.vegrecipesofindia.com/wp-content/uploads/2013/07/corn-sandwich-recipe-1.jpg,,,,,,
French Fries,"Potatoes, oil, salt.",vegetarian,snack,"Step 1: Peel 3 large potatoes and cut them into thin strips.

Step 2: Soak the potato strips in 3 cups cold water for 30 minutes (this removes excess starch and makes them crispier).

Step 3: Drain the potatoes and pat them dry using a kitchen towel.

Step 4: Heat 2 cups oil in a deep pan over medium-high heat.

Step 5: Fry the potatoes in small batches for 3-4 minutes until they are soft but not golden. Remove and drain on paper towels.

Step 6: Let the fries rest for 5 minutes while increasing the oil temperature to high heat.

Step 7: Fry the potatoes again for 2-3 minutes until golden and crispy.

Step 8: Remove from the oil, drain excess oil, and sprinkle with ½ tsp salt, ½ tsp black pepper, ½ tsp chili flakes, and ½ tsp oregano (if using).

Step 9: Serve hot with ketchup, mayo, or cheese dip!",Belgium,https://static.toiimg.com/photo/54659021.cms,,,,,,
Veg Patty,"Potatoes, peas, carrots, beans, corn, breadcrumbs, flour, salt, black pepper, red chili powder, garam masala, cumin powder, ginger-garlic paste, oil.",vegetarian,snack,"Step 1: In a mixing bowl, add 2 boiled & mashed potatoes, ½ cup boiled peas, ½ cup grated carrot, ¼ cup boiled sweet corn, and ¼ cup chopped capsicum.

Step 2: Add 1 green chili (finely chopped), ½ tsp ginger-garlic paste, ½ tsp red chili powder, ½ tsp black pepper, ½ tsp garam masala, ½ tsp chaat masala, and salt to taste. Mix well.

Step 3: Add ¼ cup breadcrumbs and 2 tbsp cornflour to bind the mixture. Mix until it forms a dough-like consistency.

Step 4: Divide the mixture into equal portions and shape them into round patties.

Step 5: Heat 2 tbsp oil in a pan over medium heat.

Step 6: Place the patties in the pan and shallow fry for 3-4 minutes on each side until golden brown and crispy.

Step 7: Remove and drain excess oil on a paper towel.

Step 8: Serve hot with ketchup, green chutney, or use them in burgers! ",Mumbai,https://thecococompany.com/cdn/shop/products/Veg-Patty.jpg?v=1578043022,,,,,,
